"","GID","GeneID"
"55593","55593","OTUD5"
"7030","7030","TFE3"
"4943","4943","TBC1D25"
"2182","2182","ACSL4"
"3632","3632","INPP5A"
"27238","27238","GPKOW"
"56850","56850","GRIPAP1"
"24140","24140","FTSJ1"
"55771","55771","PRR11"
"65055","65055","REEP1"
"23250","23250","ATP11A"
"25885","25885","POLR1A"
"9741","9741","LAPTM4A"
"57217","57217","TTC7A"
"51447","51447","IP6K2"
"286749","286749","STON1-GTF2A1L"
"55133","55133","SRBD1"
"3796","3796","KIF2A"
"10235","10235","RASGRP2"
"23198","23198","PSME4"
"57560","57560","IFT80"
"22933","22933","SIRT2"
"27248","27248","ERLEC1"
"5526","5526","PPP2R5B"
"5837","5837","PYGM"
"8712","8712","PAGE1"
"5307","5307","PITX1"
"57113","57113","TRPC7"
"375449","375449","MAST4"
"221395","221395","ADGRF5"
"54549","54549","SDK2"
"8756","8756","ADAM7"
"55746","55746","NUP133"
"64710","64710","NUCKS1"
"55737","55737","VPS35"
"10294","10294","DNAJA2"
"602","602","BCL3"
"8514","8514","KCNAB2"
"10060","10060","ABCC9"
"51083","51083","GAL"
"29121","29121","CLEC2D"
"139341","139341","FUNDC1"
"4129","4129","MAOB"
"6095","6095","RORA"
"1815","1815","DRD4"
"7049","7049","TGFBR3"
"8399","8399","PLA2G10"
"54626","54626","HES2"
"483","483","ATP1B3"
"4734","4734","NEDD4"
"9488","9488","PIGB"
"5597","5597","MAPK6"
"10681","10681","GNB5"
"5873","5873","RAB27A"
"27440","27440","HDHD5"
"7353","7353","UFD1"
"4040","4040","LRP6"
"2984","2984","GUCY2C"
"6343","6343","SCT"
"57661","57661","PHRF1"
"8518","8518","ELP1"
"4925","4925","NUCB2"
"5217","5217","PFN2"
"5774","5774","PTPN3"
"6710","6710","SPTB"
"27071","27071","DAPP1"
"2255","2255","FGF10"
"23446","23446","SLC44A1"
"54916","54916","TMEM260"
"23293","23293","SMG6"
"10640","10640","EXOC5"
"8218","8218","CLTCL1"
"27006","27006","FGF22"
"10272","10272","FSTL3"
"9993","9993","DGCR2"
"55658","55658","RNF126"
"4335","4335","MNT"
"79364","79364","ZXDC"
"23210","23210","JMJD6"
"5423","5423","POLB"
"55808","55808","ST6GALNAC1"
"55062","55062","WIPI1"
"22844","22844","FRMPD1"
"57704","57704","GBA2"
"3340","3340","NDST1"
"440","440","ASNS"
"10947","10947","AP3M2"
"1258","1258","CNGB1"
"10610","10610","ST6GALNAC2"
"1103","1103","CHAT"
"26986","26986","PABPC1"
"10420","10420","TESK2"
"29105","29105","CFAP20"
"1459","1459","CSNK2A2"
"11099","11099","PTPN21"
"8891","8891","EIF2B3"
"815","815","CAMK2A"
"6949","6949","TCOF1"
"998","998","CDC42"
"26031","26031","OSBPL3"
"2046","2046","EPHA8"
"6559","6559","SLC12A3"
"56852","56852","RAD18"
"490","490","ATP2B1"
"29850","29850","TRPM5"
"8440","8440","NCK2"
"9448","9448","MAP4K4"
"11320","11320","MGAT4A"
"6160","6160","RPL31"
"9948","9948","WDR1"
"23161","23161","SNX13"
"54860","54860","MS4A12"
"79658","79658","ARHGAP10"
"6196","6196","RPS6KA2"
"54556","54556","ING3"
"22846","22846","VASH1"
"29995","29995","LMCD1"
"114049","114049","BUD23"
"6400","6400","SEL1L"
"9319","9319","TRIP13"
"537","537","ATP6AP1"
"6929","6929","TCF3"
"28951","28951","TRIB2"
"26528","26528","DAZAP1"
"53615","53615","MBD3"
"51052","51052","PRLH"
"6596","6596","HLTF"
"9130","9130","FAM50A"
"60343","60343","FAM3A"
"29894","29894","CPSF1"
"140469","140469","MYO3B"
"79901","79901","CYBRD1"
"28513","28513","CDH19"
"5134","5134","PDCD2"
"55117","55117","SLC6A15"
"51109","51109","RDH11"
"5566","5566","PRKACA"
"22859","22859","ADGRL1"
"6694","6694","SPP2"
"87","87","ACTN1"
"23503","23503","ZFYVE26"
"27330","27330","RPS6KA6"
"22905","22905","EPN2"
"26469","26469","PTPN18"
"55679","55679","LIMS2"
"55515","55515","ASIC4"
"10290","10290","SPEG"
"84708","84708","LNX1"
"224","224","ALDH3A2"
"7037","7037","TFRC"
"6720","6720","SREBF1"
"7224","7224","TRPC5"
"27125","27125","AFF4"
"7321","7321","UBE2D1"
"9886","9886","RHOBTB1"
"8243","8243","SMC1A"
"3028","3028","HSD17B10"
"2011","2011","MARK2"
"3161","3161","HMMR"
"55743","55743","CHFR"
"29953","29953","TRHDE"
"8974","8974","P4HA2"
"2213","2213","FCGR2B"
"4775","4775","NFATC3"
"51095","51095","TRNT1"
"37","37","ACADVL"
"6793","6793","STK10"
"23291","23291","FBXW11"
"9744","9744","ACAP1"
"1400","1400","CRMP1"
"2121","2121","EVC"
"51009","51009","DERL2"
"54847","54847","SIDT1"
"54820","54820","NDE1"
"10335","10335","IRAG1"
"79041","79041","TMEM38A"
"8907","8907","AP1M1"
"5817","5817","PVR"
"7515","7515","XRCC1"
"949","949","SCARB1"
"54905","54905","CYP2W1"
"4171","4171","MCM2"
"54456","54456","MOV10L1"
"56666","56666","PANX2"
"83642","83642","SELENOO"
"8626","8626","TP63"
"80216","80216","ALPK1"
"3993","3993","LLGL2"
"5151","5151","PDE8A"
"1183","1183","CLCN4"
"54475","54475","NLE1"
"6389","6389","SDHA"
"6605","6605","SMARCE1"
"54752","54752","FNDC8"
"55876","55876","GSDMB"
"5927","5927","KDM5A"
"4185","4185","ADAM11"
"5523","5523","PPP2R3A"
"10979","10979","FERMT2"
"8647","8647","ABCB11"
"10170","10170","DHRS9"
"922","922","CD5L"
"5743","5743","PTGS2"
"10644","10644","IGF2BP2"
"9175","9175","MAP3K13"
"6480","6480","ST6GAL1"
"30009","30009","TBX21"
"10129","10129","FRY"
"8301","8301","PICALM"
"4905","4905","NSF"
"2736","2736","GLI2"
"23332","23332","CLASP1"
"65993","65993","MRPS34"
"4854","4854","NOTCH3"
"1207","1207","CLNS1A"
"5522","5522","PPP2R2C"
"8463","8463","TEAD2"
"8726","8726","EED"
"54825","54825","CDHR2"
"6620","6620","SNCB"
"7251","7251","TSG101"
"55421","55421","NCBP3"
"489","489","ATP2A3"
"771","771","CA12"
"11343","11343","MGLL"
"59277","59277","NTN4"
"617","617","BCS1L"
"9891","9891","NUAK1"
"54878","54878","DPP8"
"9187","9187","SLC24A1"
"55205","55205","ZNF532"
"8578","8578","SCARF1"
"3998","3998","LMAN1"
"51495","51495","HACD3"
"26034","26034","IPCEF1"
"23140","23140","ZZEF1"
"50508","50508","NOX3"
"2023","2023","ENO1"
"6557","6557","SLC12A1"
"56005","56005","MYDGF"
"57719","57719","ANO8"
"51175","51175","TUBE1"
"55160","55160","ARHGEF10L"
"7294","7294","TXK"
"9671","9671","WSCD2"
"3785","3785","KCNQ2"
"6865","6865","TACR2"
"64431","64431","ACTR6"
"54962","54962","TIPIN"
"6717","6717","SRI"
"8672","8672","EIF4G3"
"79023","79023","NUP37"
"10371","10371","SEMA3A"
"51512","51512","GTSE1"
"10512","10512","SEMA3C"
"55020","55020","TTC38"
"38","38","ACAT1"
"23151","23151","GRAMD4"
"9620","9620","CELSR1"
"7479","7479","WNT8B"
"27332","27332","ZNF638"
"55972","55972","SLC25A40"
"29090","29090","TIMM21"
"119","119","ADD2"
"2249","2249","FGF4"
"9462","9462","RASAL2"
"9605","9605","VPS9D1"
"7587","7587","ZNF37A"
"4140","4140","MARK3"
"5250","5250","SLC25A3"
"64778","64778","FNDC3B"
"2355","2355","FOSL2"
"27091","27091","CACNG5"
"27092","27092","CACNG4"
"285527","285527","FRYL"
"23505","23505","TMEM131"
"6624","6624","FSCN1"
"60","60","ACTB"
"55034","55034","MOCOS"
"5337","5337","PLD1"
"479","479","ATP12A"
"284403","284403","WDR62"
"1739","1739","DLG1"
"7879","7879","RAB7A"
"55973","55973","BCAP29"
"25956","25956","SEC31B"
"9733","9733","SART3"
"55843","55843","ARHGAP15"
"113457","113457","TUBA3D"
"5076","5076","PAX2"
"23016","23016","EXOSC7"
"22920","22920","KIFAP3"
"23609","23609","MKRN2"
"4175","4175","MCM6"
"25996","25996","REXO2"
"10179","10179","RBM7"
"5939","5939","RBMS2"
"11176","11176","BAZ2A"
"25930","25930","PTPN23"
"4292","4292","MLH1"
"7374","7374","UNG"
"2329","2329","FMO4"
"27252","27252","KLHL20"
"8786","8786","RGS11"
"113235","113235","SLC46A1"
"5362","5362","PLXNA2"
"10615","10615","SPAG5"
"88455","88455","ANKRD13A"
"7163","7163","TPD52"
"32","32","ACACB"
"9618","9618","TRAF4"
"55824","55824","PAG1"
"55094","55094","GPATCH1"
"3385","3385","ICAM3"
"22978","22978","NT5C2"
"4162","4162","MCAM"
"2239","2239","GPC4"
"55796","55796","MBNL3"
"57662","57662","CAMSAP3"
"5909","5909","RAP1GAP"
"56949","56949","XAB2"
"9138","9138","ARHGEF1"
"6813","6813","STXBP2"
"5609","5609","MAP2K7"
"27231","27231","NMRK2"
"8527","8527","DGKD"
"83992","83992","CTTNBP2"
"51412","51412","ACTL6B"
"5915","5915","RARB"
"7155","7155","TOP2B"
"56889","56889","TM9SF3"
"4791","4791","NFKB2"
"29089","29089","UBE2T"
"4660","4660","PPP1R12B"
"54431","54431","DNAJC10"
"2975","2975","GTF3C1"
"3566","3566","IL4R"
"23032","23032","USP33"
"5063","5063","PAK3"
"827","827","CAPN6"
"1641","1641","DCX"
"6626","6626","SNRPA"
"9576","9576","SPAG6"
"56915","56915","EXOSC5"
"1781","1781","DYNC1I2"
"54518","54518","APBB1IP"
"4034","4034","LRCH4"
"143684","143684","FAM76B"
"51548","51548","SIRT6"
"7299","7299","TYR"
"10714","10714","POLD3"
"88","88","ACTN2"
"832","832","CAPZB"
"7107","7107","GPR137B"
"10003","10003","NAALAD2"
"79960","79960","JADE1"
"203427","203427","SLC25A43"
"7319","7319","UBE2A"
"2260","2260","FGFR1"
"8468","8468","FKBP6"
"27127","27127","SMC1B"
"2192","2192","FBLN1"
"8516","8516","ITGA8"
"8530","8530","CST7"
"4133","4133","MAP2"
"9063","9063","PIAS2"
"273","273","AMPH"
"369","369","ARAF"
"56922","56922","MCCC1"
"27074","27074","LAMP3"
"2191","2191","FAP"
"10529","10529","NEBL"
"55331","55331","ACER3"
"3093","3093","UBE2K"
"5289","5289","PIK3C3"
"55728","55728","N4BP2"
"57103","57103","TIGAR"
"7289","7289","TULP3"
"8871","8871","SYNJ2"
"108","108","ADCY2"
"5527","5527","PPP2R5C"
"5379","5379","PMS2P1"
"54715","54715","RBFOX1"
"2782","2782","GNB1"
"3205","3205","HOXA9"
"1906","1906","EDN1"
"8028","8028","MLLT10"
"55063","55063","ZCWPW1"
"117","117","ADCYAP1R1"
"26281","26281","FGF20"
"27334","27334","P2RY10"
"9452","9452","ITM2A"
"4898","4898","NRDC"
"7419","7419","VDAC3"
"5108","5108","PCM1"
"57690","57690","TNRC6C"
"9139","9139","CBFA2T2"
"1620","1620","BRINP1"
"83737","83737","ITCH"
"27039","27039","PKD2L2"
"58476","58476","TP53INP2"
"51150","51150","SDF4"
"57644","57644","MYH7B"
"80341","80341","BPIFB2"
"7161","7161","TP73"
"54472","54472","TOLLIP"
"51619","51619","UBE2D4"
"27098","27098","CLUL1"
"862","862","RUNX1T1"
"1015","1015","CDH17"
"9984","9984","THOC1"
"51661","51661","FKBP7"
"114880","114880","OSBPL6"
"6507","6507","SLC1A3"
"7520","7520","XRCC5"
"56925","56925","LXN"
"11262","11262","SP140"
"8569","8569","MKNK1"
"7145","7145","TNS1"
"57455","57455","REXO1"
"56681","56681","SAR1A"
"8556","8556","CDC14A"
"10411","10411","RAPGEF3"
"634","634","CEACAM1"
"29843","29843","SENP1"
"51207","51207","DUSP13"
"23152","23152","CIC"
"3991","3991","LIPE"
"2222","2222","FDFT1"
"5050","5050","PAFAH1B3"
"4983","4983","OPHN1"
"173","173","AFM"
"3835","3835","KIF22"
"10590","10590","SCGN"
"55604","55604","CARMIL1"
"5236","5236","PGM1"
"1653","1653","DDX1"
"1785","1785","DNM2"
"2037","2037","EPB41L2"
"22999","22999","RIMS1"
"26002","26002","MOXD1"
"8417","8417","STX7"
"11158","11158","RABL2B"
"9817","9817","KEAP1"
"55510","55510","DDX43"
"5794","5794","PTPRH"
"1638","1638","DCT"
"51006","51006","SLC35C2"
"131544","131544","CRYBG3"
"285220","285220","EPHA6"
"6344","6344","SCTR"
"5991","5991","RFX3"
"55183","55183","RIF1"
"23011","23011","RAB21"
"8671","8671","SLC4A4"
"6595","6595","SMARCA2"
"50700","50700","RDH8"
"27244","27244","SESN1"
"11043","11043","MID2"
"139212","139212","DNAAF6"
"50509","50509","COL5A3"
"10847","10847","SRCAP"
"9933","9933","PUM3"
"1361","1361","CPB2"
"1136","1136","CHRNA3"
"3781","3781","KCNN2"
"4850","4850","CNOT4"
"5663","5663","PSEN1"
"1371","1371","CPOX"
"56650","56650","CLDND1"
"5891","5891","MOK"
"3320","3320","HSP90AA1"
"5933","5933","RBL1"
"22839","22839","DLGAP4"
"22997","22997","IGSF9B"
"3080","3080","CFHR2"
"114819","114819","CROCCP3"
"10403","10403","NDC80"
"23431","23431","AP4E1"
"54665","54665","RSBN1"
"260425","260425","MAGI3"
"2920","2920","CXCL2"
"174","174","AFP"
"1286","1286","COL4A4"
"6932","6932","TCF7"
"28962","28962","OSTM1"
"1005","1005","CDH7"
"50939","50939","IMPG2"
"57092","57092","PCNP"
"55218","55218","EXD2"
"384","384","ARG2"
"4208","4208","MEF2C"
"5788","5788","PTPRC"
"779","779","CACNA1S"
"5317","5317","PKP1"
"79876","79876","UBA5"
"9262","9262","STK17B"
"8555","8555","CDC14B"
"22869","22869","ZNF510"
"4036","4036","LRP2"
"440515","440515","ZNF506"
"65094","65094","JMJD4"
"11266","11266","DUSP12"
"65985","65985","AACS"
"9812","9812","DELE1"
"6561","6561","SLC13A1"
"93664","93664","CADPS2"
"56131","56131","PCDHB4"
"56142","56142","PCDHA6"
"56113","56113","PCDHGA2"
"23239","23239","PHLPP1"
"5205","5205","ATP8B1"
"3595","3595","IL12RB2"
"6604","6604","SMARCD3"
"55100","55100","WDR70"
"2533","2533","FYB1"
"58538","58538","MPP4"
"55437","55437","STRADB"
"9689","9689","BZW1"
"5241","5241","PGR"
"114899","114899","C1QTNF3"
"4200","4200","ME2"
"55322","55322","C5orf22"
"905","905","CCNT2"
"57579","57579","FAM135A"
"1310","1310","COL19A1"
"23136","23136","EPB41L3"
"22837","22837","COBLL1"
"1741","1741","DLG3"
"3776","3776","KCNK2"
"56256","56256","SERTAD4"
"7188","7188","TRAF5"
"29093","29093","MRPL22"
"25929","25929","GEMIN5"
"4986","4986","OPRK1"
"4779","4779","NFE2L1"
"54437","54437","SEMA5B"
"2932","2932","GSK3B"
"3693","3693","ITGB5"
"23085","23085","ERC1"
"7514","7514","XPO1"
"10141","10141","LINC01587"
"11342","11342","RNF13"
"80036","80036","TRPM3"
"79728","79728","PALB2"
"23033","23033","DOP1A"
"57226","57226","LYRM2"
"594","594","BCKDHB"
"7994","7994","KAT6A"
"79670","79670","TUT7"
"9706","9706","ULK2"
"79977","79977","GRHL2"
"3842","3842","TNPO1"
"5351","5351","PLOD1"
"5026","5026","P2RX5"
"3682","3682","ITGAE"
"22894","22894","DIS3"
"10464","10464","PIBF1"
"81550","81550","TDRD3"
"26747","26747","NUFIP1"
"23047","23047","PDS5B"
"5019","5019","OXCT1"
"10325","10325","RRAGB"
"1833","1833","EPYC"
"1540","1540","CYLD"
"10998","10998","SLC27A5"
"25799","25799","ZNF324"
"79891","79891","ZNF671"
"55659","55659","ZNF416"
"54807","54807","ZNF586"
"55663","55663","ZNF446"
"9422","9422","ZNF264"
"6193","6193","RPS5"
"2195","2195","FAT1"
"91746","91746","YTHDC1"
"25978","25978","CHMP2B"
"64744","64744","SMAP2"
"10450","10450","PPIE"
"10269","10269","ZMPSTE24"
"56910","56910","STARD7"
"84273","84273","NOA1"
"5978","5978","REST"
"3034","3034","HAL"
"54434","54434","SSH1"
"2950","2950","GSTP1"
"334","334","APLP2"
"57613","57613","FAM234B"
"6579","6579","SLCO1A2"
"51729","51729","WBP11"
"8668","8668","EIF3I"
"79570","79570","NKAIN1"
"1307","1307","COL16A1"
"200081","200081","TXLNA"
"338","338","APOB"
"8648","8648","NCOA1"
"60509","60509","AGBL5"
"22979","22979","EFR3B"
"3797","3797","KIF3C"
"10890","10890","RAB10"
"2646","2646","GCKR"
"3030","3030","HADHA"
"22924","22924","MAPRE3"
"790","790","CAD"
"966","966","CD59"
"3732","3732","CD82"
"63035","63035","BCORL1"
"546","546","ATRX"
"2219","2219","FCN1"
"55892","55892","MYNN"
"2122","2122","MECOM"
"9522","9522","SCAMP1"
"5550","5550","PREP"
"57531","57531","HACE1"
"81929","81929","SEH1L"
"22911","22911","WDR47"
"57590","57590","WDFY1"
"5016","5016","OVGP1"
"29957","29957","SLC25A24"
"4216","4216","MAP3K4"
"29992","29992","PILRA"
"57549","57549","IGSF9"
"5243","5243","ABCB1"
"7760","7760","ZNF213"
"231","231","AKR1B1"
"8895","8895","CPNE3"
"54700","54700","RRN3"
"2017","2017","CTTN"
"7481","7481","WNT11"
"4528","4528","MTIF2"
"23259","23259","DDHD2"
"22996","22996","TTC39A"
"2060","2060","EPS15"
"4998","4998","ORC1"
"4258","4258","MGST2"
"10523","10523","CHERP"
"55054","55054","ATG16L1"
"55230","55230","USP40"
"55624","55624","POMGNT1"
"8438","8438","RAD54L"
"23139","23139","MAST2"
"3301","3301","DNAJA1"
"2683","2683","B4GALT1"
"51510","51510","CHMP5"
"4799","4799","NFX1"
"363","363","AQP6"
"27292","27292","DIMT1"
"51194","51194","IPO11"
"2346","2346","FOLH1"
"27102","27102","EIF2AK1"
"51314","51314","NME8"
"54749","54749","EPDR1"
"29887","29887","SNX10"
"22929","22929","SEPHS1"
"10573","10573","MRPL28"
"3049","3049","HBQ1"
"80271","80271","ITPKC"
"4680","4680","CEACAM6"
"2196","2196","FAT2"
"55696","55696","RBM22"
"10959","10959","TMED2"
"56605","56605","ERO1B"
"54469","54469","ZFAND6"
"3294","3294","HSD17B2"
"55787","55787","TXLNG"
"5475","5475","PPEF1"
"7462","7462","LAT2"
"10075","10075","HUWE1"
"9183","9183","ZW10"
"79796","79796","ALG9"
"4606","4606","MYBPC2"
"50507","50507","NOX4"
"8310","8310","ACOX3"
"8898","8898","MTMR2"
"23645","23645","PPP1R15A"
"51171","51171","HSD17B14"
"7205","7205","TRIP6"
"43","43","ACHE"
"2512","2512","FTL"
"51593","51593","SRRT"
"581","581","BAX"
"51701","51701","NLK"
"94005","94005","PIGS"
"9509","9509","ADAMTS2"
"28983","28983","TMPRSS11E"
"56970","56970","ATXN7L3"
"9489","9489","PGS1"
"5705","5705","PSMC5"
"51720","51720","UIMC1"
"1071","1071","CETP"
"4313","4313","MMP2"
"4504","4504","MT3"
"54947","54947","LPCAT2"
"2775","2775","GNAO1"
"55239","55239","OGFOD1"
"6452","6452","SH3BP2"
"8602","8602","NOP14"
"118","118","ADD1"
"79944","79944","L2HGDH"
"57544","57544","TXNDC16"
"51637","51637","RTRAF"
"22795","22795","NID2"
"64395","64395","GMCL1"
"10992","10992","SF3B2"
"57542","57542","KLHL42"
"2778","2778","GNAS"
"10059","10059","DNM1L"
"5744","5744","PTHLH"
"116154","116154","PHACTR3"
"51290","51290","ERGIC2"
"7022","7022","TFAP2C"
"6790","6790","AURKA"
"57091","57091","CASS4"
"8544","8544","PIR"
"28971","28971","AAMDC"
"5990","5990","RFX2"
"339175","339175","METTL2A"
"6820","6820","SULT2B1"
"29929","29929","ALG6"
"4849","4849","CNOT3"
"51206","51206","GP6"
"5775","5775","PTPN4"
"8886","8886","DDX18"
"8570","8570","KHSRP"
"2767","2767","GNA11"
"55616","55616","ASAP3"
"55741","55741","EDEM2"
"1789","1789","DNMT3B"
"28954","28954","REM1"
"22974","22974","TPX2"
"81572","81572","PDRG1"
"2036","2036","EPB41L1"
"6564","6564","SLC15A1"
"23348","23348","DOCK9"
"55608","55608","ANKRD10"
"23483","23483","TGDS"
"1795","1795","DOCK3"
"51161","51161","C3orf18"
"57017","57017","COQ9"
"55287","55287","TMEM40"
"64147","64147","KIF9"
"79822","79822","ARHGAP28"
"54675","54675","CRLS1"
"23368","23368","PPP1R13B"
"8455","8455","ATRN"
"54498","54498","SMOX"
"6614","6614","SIGLEC1"
"2280","2280","FKBP1A"
"55968","55968","NSFL1C"
"83959","83959","SLC4A11"
"79175","79175","ZNF343"
"57593","57593","EBF4"
"56265","56265","CPXM1"
"57506","57506","MAVS"
"9762","9762","LZTS3"
"2160","2160","F11"
"22803","22803","XRN2"
"55857","55857","KIZ"
"8655","8655","DYNLL1"
"54997","54997","TESC"
"27131","27131","SNX5"
"6128","6128","RPL6"
"55423","55423","SIRPG"
"8550","8550","MAPKAPK5"
"5027","5027","P2RX7"
"51575","51575","ESF1"
"10741","10741","RBBP9"
"51433","51433","ANAPC5"
"9962","9962","SLC23A2"
"80024","80024","SLC8B1"
"29058","29058","TMEM230"
"55184","55184","DZANK1"
"84678","84678","KDM2B"
"26074","26074","CFAP61"
"64211","64211","LHX5"
"55617","55617","TASP1"
"4938","4938","OAS1"
"10985","10985","GCN1"
"6175","6175","RPLP0"
"5829","5829","PXN"
"23409","23409","SIRT4"
"22895","22895","RPH3A"
"55614","55614","KIF16B"
"51605","51605","TRMT6"
"1114","1114","CHGB"
"5037","5037","PEBP1"
"6910","6910","TBX5"
"8315","8315","BRAP"
"10961","10961","ERP29"
"4842","4842","NOS1"
"2521","2521","FUS"
"3476","3476","IGBP1"
"53827","53827","FXYD5"
"55900","55900","ZNF302"
"57655","57655","GRAMD1A"
"5349","5349","FXYD3"
"9843","9843","HEPH"
"29965","29965","CDIP1"
"113540","113540","CMTM1"
"23415","23415","KCNH4"
"23193","23193","GANAB"
"51291","51291","GMIP"
"55285","55285","RBM41"
"332","332","BIRC5"
"3902","3902","LAG3"
"8079","8079","MLF2"
"78990","78990","OTUB2"
"57062","57062","DDX24"
"7597","7597","ZBTB25"
"25977","25977","NECAP1"
"393","393","ARHGAP4"
"170961","170961","ANKRD24"
"55760","55760","DHX32"
"23186","23186","RCOR1"
"55668","55668","GPATCH2L"
"8425","8425","LTBP4"
"645","645","BLVRB"
"6548","6548","SLC9A1"
"10558","10558","SPTLC1"
"10914","10914","PAPOLA"
"8812","8812","CCNK"
"57060","57060","PCBP4"
"5996","5996","RGS1"
"83719","83719","YPEL3"
"51650","51650","MRPS33"
"4708","4708","NDUFB2"
"10726","10726","NUDC"
"10296","10296","MAEA"
"3383","3383","ICAM1"
"29888","29888","STRN4"
"11213","11213","IRAK3"
"4069","4069","LYZ"
"6476","6476","SI"
"79594","79594","MUL1"
"7023","7023","TFAP4"
"10081","10081","PDCD7"
"51324","51324","SPG21"
"26998","26998","FETUB"
"51726","51726","DNAJB11"
"55214","55214","P3H2"
"7066","7066","THPO"
"8646","8646","CHRD"
"2323","2323","FLT3LG"
"9727","9727","RAB11FIP3"
"84572","84572","GNPTG"
"10795","10795","ZNF268"
"2802","2802","GOLGA3"
"8761","8761","PABPC4"
"30835","30835","CD209"
"79603","79603","CERS4"
"57192","57192","MCOLN1"
"84196","84196","USP48"
"1947","1947","EFNB1"
"55066","55066","PDPR"
"16","16","AARS1"
"2734","2734","GLG1"
"24137","24137","KIF4A"
"27327","27327","TNRC6A"
"64857","64857","PLEKHG2"
"10683","10683","DLL3"
"57106","57106","NAT14"
"57605","57605","PITPNM2"
"55763","55763","EXOC1"
"54439","54439","RBM27"
"5459","5459","POU4F3"
"114882","114882","OSBPL8"
"113878","113878","DTX2"
"58484","58484","NLRC4"
"54517","54517","PUS7"
"22798","22798","LAMB4"
"4897","4897","NRCAM"
"3912","3912","LAMB1"
"5172","5172","SLC26A4"
"1811","1811","SLC26A3"
"1738","1738","DLD"
"23335","23335","WDR7"
"9352","9352","TXNL1"
"3568","3568","IL5RA"
"368","368","ABCC6"
"54918","54918","CMTM6"
"3655","3655","ITGA6"
"11069","11069","RAPGEF4"
"51776","51776","MAP3K20"
"23676","23676","SMPX"
"2271","2271","FH"
"23231","23231","SEL1L3"
"7018","7018","TF"
"55573","55573","CDV3"
"51168","51168","MYO15A"
"54890","54890","ALKBH5"
"350","350","APOH"
"22861","22861","NLRP1"
"83394","83394","PITPNM3"
"9552","9552","SPAG7"
"23594","23594","ORC6"
"79776","79776","ZFHX4"
"57084","57084","SLC17A6"
"1357","1357","CPA1"
"51530","51530","ZC3HC1"
"2099","2099","ESR1"
"26575","26575","RGS17"
"285","285","ANGPT2"
"84336","84336","TMEM101"
"4345","4345","CD200"
"151887","151887","CCDC80"
"1215","1215","CMA1"
"5720","5720","PSME1"
"55012","55012","PPP2R3C"
"54930","54930","HAUS4"
"84502","84502","JPH4"
"4625","4625","MYH7"
"1053","1053","CEBPE"
"23428","23428","SLC7A8"
"55644","55644","OSGEP"
"51310","51310","SLC22A17"
"55072","55072","RNF31"
"23256","23256","SCFD1"
"55632","55632","G2E3"
"25831","25831","HECTD1"
"3183","3183","HNRNPC"
"57096","57096","RPGRIP1"
"11198","11198","SUPT16H"
"9878","9878","TOX4"
"8487","8487","GEMIN2"
"7051","7051","TGM1"
